Day,Hour_00,Hour_01,Hour_02,Hour_03,Hour_04,Hour_05,Hour_06,Hour_07,Hour_08,Hour_09,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
10,62.659561205932754,46.20595877929652,32.28411715735792,24.560943088320858,31.273515319791674,38.39732529534844,52.90710536116552,70.1472972351821,51.355845131665426,41.974991446656205,48.52097518428054,58.77483531040285,70.30603916263333,64.75490083147268,69.16337237715206,78.23809011170829,63.46107306359082,106.32402031454272,112.41416016795772,119.28562756400171,134.96760642240767,103.55039297877013,84.1991512195326,65.63792256171573
11,57.6781026157311,44.247061965567106,23.825156088489145,26.313199052609114,26.20279028634244,40.59824205547238,44.940602930189165,72.40430059919348,59.56962780221852,50.34031920364924,58.237824031899684,66.20768907466652,69.03801734624963,57.33744171386473,61.958466201517936,80.99851106003577,74.86217789081624,108.6501614551739,120.28357056870243,128.4597048425144,138.74412208667334,107.01514728129548,89.79806180074905,60.39138431429077
12,46.26044301393617,39.172717480749164,27.242861233937873,17.321353845762598,23.496902436122404,26.308611696460652,43.38560921370093,57.75361147148887,43.86701292483847,41.570125759789384,47.237314704378015,46.86361185222904,50.40672150142492,46.18790261574589,55.06489996047824,67.12583538083864,59.36945621831013,85.77681808291399,92.84239386538235,99.18864834173867,113.85612127934269,90.36593668089488,75.48762137671685,50.483803386108505
13,43.097408553124644,31.47721414012328,18.939056729269957,16.35574119402254,19.63509837434249,24.590039646185943,36.45258051684358,50.08016675589024,37.37237152395282,34.16686094005815,40.24321567813426,46.9754346678902,51.18326249202177,46.53251899296091,56.67728183569193,66.78333190360875,64.00175304314976,90.80850980436844,97.11162512061931,98.85313959250597,109.96451146607367,88.24279034950051,69.88578164512764,46.2533314864778
14,52.435990200559644,45.52738058715429,26.700843137020485,25.210062576802645,29.338002167214793,33.28103447157394,51.117751035649704,70.30653793164821,55.072756793535234,49.90906461874712,59.13700960384208,62.34120144585414,73.64249595744405,67.62336230219123,70.49847044690539,95.18522658392597,86.51795273942824,128.09498928539722,136.1003605714089,137.3433475757219,147.4001394453697,115.88999923907528,87.50465873689312,58.665310041072104
15,68.13821424917889,57.33540767421263,34.522193966480714,29.43793835857123,30.87420905075448,37.87982946139502,54.365217324402636,82.82671376425029,64.19229418267932,63.51355530078094,73.20942675356478,80.17374154344049,88.32367092265865,84.80728984870893,87.33158059044268,105.97051690884034,87.88966461424992,133.30423579335755,140.03247876900818,149.45802519499253,171.19916438902658,136.96129666015918,114.40139824021149,84.87487313109496
16,84.83542593144823,69.37444233520199,44.07898699034819,32.61688969910355,39.64738011510299,56.094516233175035,77.20854623194087,103.753298681247,78.58073873239826,78.41193369349308,86.18639442547754,90.29319137777135,102.48197453977306,82.31750876221079,100.98645416513023,120.53445770588401,109.23839162380392,167.38660310403722,169.99332984501856,192.80913700923495,208.45390365131394,163.78205062218385,138.74549175001476,99.33209336085957
17,76.61795577549083,55.06399246258054,35.8622015167838,20.369952983599738,29.12129629242096,36.08123736928711,53.01748412744561,72.76275971655033,63.00162077504389,52.697253669972156,51.570767334959505,60.90679904333675,72.25438162009152,63.50942534254522,80.87126257070274,97.79471109473904,90.34946622677244,134.82754764050296,143.55542919363947,154.9856519751126,164.81903650885238,129.85084487560985,108.91544160698419,64.81231091869152
18,50.65937028989816,40.43887988094341,25.37417172934632,22.615631543814484,31.604254147938835,32.830816972486375,48.809943356133026,73.61282459581372,55.066995208051374,46.978309762719626,57.54692054553244,65.8155361508672,73.22654067955509,67.18975983797094,61.82629307012655,81.69937595795572,81.58932810792842,115.57180809898954,121.26532022733915,129.19287069773475,142.40851298558425,115.40371959772537,92.79744155023641,61.34051243897516
19,32.78952991644496,22.743029147777587,12.399232049065926,7.733557371907333,18.102449838390406,23.875437267818373,30.451965703694782,42.78045190595003,32.472723528147654,28.98487470467939,34.15406143915122,40.55383356496417,44.36822127384221,40.47179387020997,46.331071905848596,53.44044762154496,49.30143977836402,70.00820511404358,74.2998279400439,77.97760250548619,85.8605104347017,69.38565013530868,57.73424153522828,40.206848018654696
20,20.406010286121713,14.301321934322091,8.084514488416431,6.849757098870235,10.401288355055886,12.7341993761471,19.19964273068466,26.98823446784315,23.212338160937406,19.86404614246904,20.08597355050574,21.52798549345561,23.59827478129902,22.16794929006783,22.01650421175064,29.68023673802373,26.913221681080174,39.09705258262128,40.43211001300263,43.41393360595646,48.82368471350862,39.03890096746718,32.25277794419986,21.59243250559364
21,38.453315442781985,30.57421920375201,20.631617658549914,15.934529169515967,23.451367271730387,24.710144499922784,33.018016237304025,52.53293025961775,35.38952941769512,30.63526421030582,39.80496987107268,45.870751252258394,51.20889320327328,45.76584085871503,50.958058125842335,60.88753293193924,59.321923031129025,82.43823154168902,86.72725550003452,96.30540103339386,104.69137445114393,88.84917057920546,70.35261610561398,51.79448820497485
22,55.523603642572496,43.194893765840696,22.89399227202999,21.6411181284365,25.327859514873776,36.415255090063326,51.717414542382414,71.44694820209796,48.22395837081017,46.30965428665026,63.91767729696744,69.72317328363152,80.97764566103,71.58481635990208,81.93825327175239,88.54500853864559,80.9801306538979,125.00572195716958,131.64531990107676,139.02145659965015,152.95399677201712,127.16895916159002,103.76459591728154,71.71616225606371
23,58.560977445985436,45.64761911249684,30.95023273113678,28.225401131250436,32.206813433248385,38.59901598449709,49.05303503970898,70.77851664398601,58.59946722401018,50.49545398407486,53.06039679072673,64.89544067555728,70.7889849654195,63.9240801240865,70.57015553866198,84.8470592041744,80.63879963786833,111.5924398740263,115.48263992386157,124.48321678586959,133.79701755978374,103.60801646491737,92.64854919655659,66.69447657310884
24,74.80645475825698,61.89163182932293,36.019516871053014,25.752293471396143,38.94671232428817,51.85356579993267,70.93344073146412,84.9647773493714,60.49430003161076,61.915504780648796,71.04287789816536,93.7830670776597,103.63626968795325,92.85724460572278,93.5404733504312,112.09955119719959,103.94118048041338,155.582619125905,166.70261138133083,177.82624033254183,188.46379162463276,157.0977361699506,119.62667162820273,80.50204760007816
25,43.95633485956039,32.39455597003629,18.891111822571208,12.351748350647162,15.049213047305788,24.361835633369186,39.385717087221366,54.39793259459439,39.59607416238094,33.20376602656037,42.693312781013475,53.99304968894399,52.21054785606457,44.53950268376693,49.522908866538366,60.311810676094424,57.12702950364555,88.88331813577437,95.61854683116769,100.51581497180949,107.60392456931915,82.97627938093676,65.85118146109383,50.06470243072273
26,33.385773902545715,24.124662051971605,15.766432006096677,13.697182462888328,14.690622336077212,22.664225691851904,30.683038205630933,42.25585285482904,32.56323076340122,30.467843268484867,33.480774957970546,37.15550976907692,39.74814198160913,37.7890113439421,40.83240415774459,47.636690277848416,44.8482683655924,69.0672160182136,72.34049819237288,74.81014255126799,84.27241705454267,71.36920459369796,54.030390812517396,38.24438360378442
